TurbineID,WindSpeed,RotorSpeed,BladeAngle,GearboxTemp,GeneratorTemp,Vibration,PowerOutput,Humidity,AmbientTemperature,TimeSinceLastMaintenance,Failure,FaultType
T73,16.4,17.9,43.0,83.0,90.0,0.9,1938.0,70.0,26.0,211,0.0,None
T46,20.0,16.9,29.0,93.0,85.0,1.09,1207.0,68.0,26.0,254,0.0,None
T55,18.4,15.2,19.0,83.0,83.0,1.47,1419.0,62.0,30.0,56,0.0,None
T46,10.5,19.0,35.0,77.0,94.0,0.61,1718.0,72.0,22.0,222,0.0,None
T75,10.1,17.9,19.0,86.0,78.0,0.73,1046.0,69.0,16.0,214,0.0,None
T60,14.3,18.2,25.0,94.0,92.0,1.02,1008.0,65.0,19.0,289,0.0,None
T97,19.7,13.1,22.0,88.0,81.0,0.76,1728.0,76.0,19.0,81,0.0,None
T100,6.9,14.2,31.0,83.0,85.0,1.49,1632.0,74.0,24.0,94,0.0,None
T26,24.0,17.1,25.0,74.0,82.0,1.22,1429.0,71.0,25.0,129,0.0,None
T27,15.9,13.7,20.0,77.0,85.0,0.93,973.0,64.0,19.0,85,0.0,None
T38,11.1,14.9,39.0,98.0,91.0,1.4,1590.0,71.0,21.0,115,1.0,Gearbox
T22,18.9,16.5,29.0,93.0,79.0,0.64,1635.0,64.0,31.0,106,0.0,None
T26,5.9,14.4,29.0,73.0,90.0,0.79,1231.0,75.0,16.0,111,0.0,None
T86,14.7,17.9,42.0,70.0,84.0,1.46,999.0,63.0,30.0,31,0.0,None
T69,14.7,11.2,31.0,75.0,94.0,1.06,1455.0,75.0,35.0,92,0.0,None
T35,8.2,17.2,36.0,98.0,86.0,1.42,1435.0,71.0,30.0,204,1.0,Gearbox
T66,21.7,11.5,25.0,87.0,76.0,1.48,1225.0,80.0,34.0,100,0.0,None
T99,20.9,19.4,32.0,95.0,93.0,0.86,1520.0,69.0,20.0,158,0.0,None
T73,8.1,13.1,37.0,84.0,93.0,1.08,1569.0,65.0,25.0,139,0.0,None
T51,12.3,18.0,24.0,95.0,79.0,1.35,1915.0,77.0,23.0,111,1.0,Gearbox
T18,7.0,15.2,36.0,71.0,94.0,0.77,1751.0,72.0,20.0,204,0.0,None
T43,22.0,10.9,32.0,83.0,84.0,0.95,1790.0,71.0,16.0,162,0.0,None
T12,11.5,15.8,28.0,81.0,93.0,0.65,1104.0,62.0,30.0,235,0.0,None
T3,13.8,19.1,36.0,99.0,82.0,1.15,1404.0,68.0,29.0,210,0.0,None
T82,11.5,11.6,25.0,79.0,75.0,0.5,1129.0,60.0,26.0,275,0.0,None
T7,11.2,13.2,36.0,83.0,91.0,0.95,1106.0,64.0,34.0,156,0.0,None
T97,19.9,14.4,32.0,93.0,93.0,1.43,1456.0,71.0,32.0,245,1.0,Gearbox
T6,20.0,12.8,22.0,96.0,78.0,1.4,1208.0,69.0,26.0,40,1.0,Gearbox
T82,15.4,19.4,35.0,96.0,86.0,1.3,1136.0,71.0,33.0,120,0.0,None
T45,18.2,13.8,42.0,82.0,92.0,0.64,1698.0,77.0,26.0,150,0.0,None
T86,15.2,16.6,24.0,98.0,84.0,1.02,937.0,65.0,32.0,219,0.0,None
T39,5.6,12.2,39.0,90.0,91.0,1.22,1727.0,74.0,25.0,83,0.0,None
T51,6.3,12.2,25.0,96.0,88.0,0.6,1889.0,71.0,31.0,274,0.0,None
T9,12.7,11.8,40.0,98.0,89.0,0.65,1675.0,76.0,24.0,263,0.0,None
T99,20.0,14.3,17.0,77.0,93.0,0.54,1112.0,65.0,26.0,287,0.0,None
T23,23.3,15.3,15.0,85.0,83.0,0.82,1710.0,80.0,19.0,177,0.0,None
T12,5.6,10.1,18.0,88.0,90.0,1.38,1452.0,73.0,27.0,283,0.0,None
T88,12.4,18.3,41.0,94.0,89.0,1.01,1602.0,61.0,31.0,40,0.0,None
T62,9.5,15.1,31.0,82.0,84.0,1.35,1332.0,60.0,32.0,127,0.0,None
T73,21.3,11.6,33.0,76.0,83.0,0.58,1109.0,77.0,30.0,95,0.0,None
T77,21.9,10.7,40.0,92.0,93.0,0.56,925.0,65.0,15.0,202,0.0,None
T40,9.1,10.6,17.0,88.0,79.0,1.3,1715.0,65.0,34.0,150,0.0,None
T54,19.2,12.6,27.0,97.0,81.0,1.0,1369.0,71.0,16.0,54,0.0,None
T81,19.6,15.0,34.0,90.0,94.0,0.97,1166.0,63.0,29.0,170,0.0,None
T7,8.5,18.6,27.0,71.0,81.0,0.98,1585.0,66.0,31.0,85,0.0,None
T17,13.7,19.0,16.0,99.0,92.0,0.88,1772.0,70.0,30.0,216,0.0,None
T50,17.4,18.3,35.0,88.0,82.0,1.39,1482.0,80.0,30.0,190,0.0,None
T24,5.5,13.3,27.0,88.0,86.0,1.02,1738.0,63.0,19.0,141,0.0,None
T2,13.1,13.1,16.0,97.0,83.0,1.47,1272.0,61.0,17.0,115,1.0,Gearbox
T99,8.1,19.9,20.0,90.0,79.0,1.35,1618.0,74.0,24.0,168,0.0,None
T92,15.8,16.8,22.0,84.0,89.0,1.24,1578.0,72.0,28.0,247,0.0,None
T83,21.9,13.0,30.0,73.0,94.0,1.14,1091.0,66.0,31.0,152,0.0,None
T33,15.5,13.3,21.0,99.0,93.0,1.34,1712.0,66.0,22.0,178,1.0,Gearbox
T21,5.7,14.3,26.0,72.0,95.0,1.38,1736.0,77.0,31.0,269,1.0,Generator
T74,5.6,16.2,38.0,75.0,89.0,0.63,1622.0,66.0,25.0,196,0.0,None
T53,17.1,19.0,39.0,95.0,76.0,0.86,1317.0,72.0,31.0,44,0.0,None
T46,11.6,12.0,39.0,85.0,86.0,1.31,1501.0,69.0,20.0,60,0.0,None
T45,16.5,10.8,36.0,75.0,87.0,0.72,1382.0,71.0,30.0,152,0.0,None
T9,8.3,14.1,31.0,79.0,77.0,1.09,903.0,78.0,19.0,199,0.0,None
T6,20.5,12.5,32.0,100.0,92.0,1.28,912.0,69.0,17.0,216,0.0,None
T51,22.2,15.8,44.0,88.0,90.0,0.72,1117.0,77.0,31.0,79,1.0,Blades
T35,22.8,17.0,41.0,82.0,84.0,0.9,1904.0,72.0,31.0,36,1.0,Blades
T82,11.1,13.1,34.0,96.0,81.0,1.42,1595.0,67.0,17.0,251,1.0,Gearbox
T53,18.2,16.9,29.0,84.0,79.0,0.86,1329.0,60.0,24.0,220,0.0,None
T19,10.6,13.4,37.0,79.0,94.0,1.1,1568.0,73.0,16.0,30,0.0,None
T69,20.3,16.3,17.0,75.0,91.0,0.93,970.0,74.0,29.0,264,0.0,None
T25,7.4,16.3,43.0,92.0,89.0,1.38,1015.0,80.0,31.0,175,1.0,Gearbox
T11,20.3,12.8,31.0,88.0,94.0,0.92,989.0,74.0,28.0,74,0.0,None
T74,13.8,16.4,30.0,73.0,79.0,0.86,1799.0,76.0,26.0,245,0.0,None
T17,22.1,13.8,24.0,88.0,92.0,0.67,2000.0,63.0,18.0,111,0.0,None
T36,19.8,13.4,15.0,75.0,87.0,0.85,1146.0,75.0,35.0,49,0.0,None
T90,12.5,12.9,17.0,99.0,94.0,1.17,1431.0,67.0,20.0,215,0.0,None
T95,23.1,13.5,23.0,78.0,88.0,0.68,1046.0,80.0,32.0,79,0.0,None
T96,10.7,17.9,31.0,91.0,90.0,1.21,1870.0,69.0,17.0,195,0.0,None
T21,24.3,12.5,18.0,90.0,79.0,0.51,1071.0,69.0,19.0,170,0.0,None
T18,20.3,16.8,44.0,91.0,82.0,0.87,1477.0,70.0,29.0,154,1.0,Blades
T60,24.8,19.0,27.0,83.0,81.0,0.97,1539.0,66.0,16.0,197,0.0,None
T18,6.1,13.5,24.0,72.0,89.0,0.6,1429.0,68.0,15.0,207,0.0,None
T1,10.5,10.3,31.0,99.0,83.0,1.18,967.0,68.0,27.0,62,0.0,None
T14,19.8,10.2,17.0,76.0,92.0,0.6,1654.0,70.0,28.0,284,0.0,None
T8,23.4,11.4,41.0,93.0,79.0,0.59,1874.0,63.0,29.0,93,1.0,Blades
T66,5.6,11.1,29.0,74.0,91.0,0.87,999.0,72.0,32.0,201,0.0,None
T51,5.0,17.5,20.0,78.0,91.0,1.24,1701.0,71.0,21.0,139,0.0,None
T79,10.1,12.9,20.0,87.0,88.0,1.46,1803.0,80.0,17.0,41,0.0,None
T60,22.1,16.5,26.0,82.0,78.0,1.28,1080.0,77.0,23.0,114,0.0,None
T34,20.3,10.4,32.0,99.0,82.0,0.97,1993.0,69.0,20.0,35,0.0,None
T36,11.8,13.0,28.0,95.0,83.0,0.77,1228.0,74.0,34.0,287,0.0,None
T62,5.0,12.3,33.0,98.0,84.0,0.8,1241.0,73.0,19.0,285,0.0,None
T1,16.1,12.8,36.0,89.0,90.0,0.78,1524.0,65.0,29.0,244,0.0,None
T85,9.8,11.9,37.0,77.0,82.0,0.78,1801.0,67.0,33.0,131,0.0,None
T42,19.9,16.2,27.0,86.0,75.0,0.57,1405.0,61.0,28.0,39,0.0,None
T1,13.9,16.6,37.0,93.0,92.0,0.72,1500.0,62.0,16.0,188,0.0,None
T96,18.6,11.5,19.0,72.0,84.0,0.61,1579.0,66.0,34.0,224,0.0,None
T84,22.0,17.4,30.0,96.0,81.0,0.51,1772.0,76.0,18.0,188,0.0,None
T54,15.7,12.5,17.0,89.0,91.0,0.79,1611.0,74.0,19.0,152,0.0,None
T47,11.7,12.8,22.0,92.0,93.0,0.85,1086.0,79.0,30.0,254,0.0,None
T100,20.4,18.3,32.0,91.0,90.0,1.43,1560.0,67.0,25.0,53,1.0,Gearbox
T39,10.3,19.0,37.0,95.0,82.0,1.49,1134.0,67.0,31.0,93,1.0,Gearbox
T30,22.8,18.2,18.0,73.0,80.0,1.08,1380.0,62.0,18.0,110,0.0,None
T7,6.4,11.5,21.0,81.0,89.0,1.4,1852.0,76.0,32.0,127,0.0,None
T22,21.7,20.0,45.0,85.0,76.0,1.12,1036.0,63.0,21.0,90,1.0,Blades
T50,6.8,16.7,25.0,86.0,83.0,1.0,1298.0,79.0,25.0,44,0.0,None
T45,6.1,15.1,24.0,98.0,90.0,0.54,1518.0,66.0,17.0,237,0.0,None
T74,12.3,19.5,18.0,71.0,87.0,0.54,1858.0,73.0,22.0,248,0.0,None
T72,24.1,18.2,36.0,96.0,90.0,0.53,1757.0,69.0,22.0,248,0.0,None
T91,24.7,16.9,30.0,87.0,86.0,0.65,1366.0,64.0,34.0,174,0.0,None
T10,9.0,18.4,20.0,87.0,80.0,0.58,1449.0,69.0,32.0,242,0.0,None
T14,8.0,13.9,34.0,80.0,85.0,0.69,1831.0,67.0,16.0,290,0.0,None
T46,12.1,16.8,31.0,89.0,90.0,1.02,1865.0,73.0,21.0,195,0.0,None
T75,11.7,11.9,32.0,89.0,80.0,1.0,1481.0,71.0,19.0,227,0.0,None
T6,20.2,19.9,45.0,76.0,94.0,0.84,1119.0,62.0,21.0,40,1.0,Blades
T21,13.9,15.9,16.0,90.0,79.0,1.17,1448.0,61.0,15.0,55,0.0,None
T62,20.6,18.1,42.0,78.0,75.0,0.89,1919.0,79.0,31.0,86,1.0,Blades
T97,20.0,14.1,40.0,91.0,91.0,0.72,1572.0,66.0,18.0,101,0.0,None
T19,16.6,17.6,27.0,88.0,94.0,1.19,1751.0,62.0,19.0,190,0.0,None
T88,21.7,13.9,41.0,91.0,80.0,1.48,921.0,64.0,28.0,77,1.0,Gearbox
T82,8.9,15.9,34.0,71.0,78.0,1.31,1598.0,63.0,28.0,245,0.0,None
T99,8.2,17.8,42.0,74.0,79.0,0.91,1558.0,64.0,32.0,101,0.0,None
T62,20.0,11.2,33.0,95.0,88.0,0.88,1419.0,61.0,18.0,145,0.0,None
T83,9.9,13.6,21.0,81.0,87.0,0.54,1647.0,64.0,19.0,181,0.0,None
T53,5.1,15.4,32.0,95.0,87.0,1.16,1850.0,79.0,33.0,112,0.0,None
T24,23.2,13.3,20.0,72.0,75.0,0.72,1922.0,71.0,28.0,180,0.0,None
T56,17.5,13.1,19.0,93.0,78.0,1.18,1182.0,67.0,17.0,125,0.0,None
T62,13.9,12.8,35.0,73.0,80.0,1.26,1455.0,76.0,17.0,76,0.0,None
T34,19.5,12.3,43.0,84.0,89.0,1.38,1232.0,78.0,26.0,155,0.0,None
T22,11.7,18.5,33.0,98.0,87.0,1.05,1360.0,61.0,30.0,174,0.0,None
T68,24.1,19.2,39.0,72.0,87.0,1.33,1449.0,67.0,28.0,222,0.0,None
T57,6.4,17.0,20.0,81.0,86.0,1.22,1764.0,76.0,29.0,149,0.0,None
T10,17.8,10.3,35.0,86.0,90.0,0.85,1908.0,72.0,26.0,68,0.0,None
T66,20.5,17.9,37.0,97.0,94.0,0.61,1546.0,74.0,33.0,141,0.0,None
T8,14.4,15.3,16.0,80.0,88.0,0.74,1992.0,71.0,33.0,263,0.0,None
T97,20.1,17.6,18.0,94.0,90.0,1.34,1524.0,62.0,27.0,201,1.0,Gearbox
T38,23.5,14.4,38.0,92.0,87.0,1.03,1787.0,77.0,30.0,148,0.0,None
T62,19.9,10.4,28.0,79.0,91.0,1.17,1053.0,65.0,24.0,233,0.0,None
T28,11.2,16.8,27.0,80.0,94.0,1.31,908.0,62.0,20.0,68,1.0,Generator
T10,16.2,14.4,43.0,76.0,87.0,1.17,930.0,67.0,28.0,43,0.0,None
T45,23.2,18.7,45.0,91.0,79.0,1.36,1881.0,75.0,31.0,284,1.0,Gearbox
T65,14.0,17.4,38.0,87.0,90.0,0.59,982.0,78.0,20.0,59,0.0,None
T98,18.6,13.6,39.0,75.0,88.0,1.4,1574.0,73.0,28.0,268,0.0,None
T67,14.3,17.2,21.0,89.0,94.0,1.31,1534.0,67.0,27.0,130,1.0,Generator
T9,7.4,15.0,21.0,85.0,80.0,1.4,1759.0,75.0,33.0,96,0.0,None
T5,6.2,12.0,44.0,73.0,94.0,1.23,1245.0,75.0,30.0,239,0.0,None
T10,24.0,14.2,36.0,99.0,86.0,0.77,1289.0,78.0,31.0,30,0.0,None
T12,17.3,12.2,36.0,95.0,94.0,0.61,1289.0,62.0,26.0,152,0.0,None
T82,7.1,10.0,24.0,72.0,91.0,0.63,1085.0,63.0,30.0,258,0.0,None
T58,22.1,12.5,42.0,98.0,92.0,1.0,1129.0,69.0,20.0,214,1.0,Blades
T21,15.5,12.1,16.0,98.0,81.0,0.89,1117.0,67.0,27.0,155,0.0,None
T21,20.4,10.0,23.0,71.0,79.0,1.15,1060.0,75.0,28.0,295,0.0,None
T65,7.5,17.8,20.0,76.0,87.0,1.0,1748.0,72.0,32.0,85,0.0,None
T3,23.1,10.8,36.0,91.0,82.0,0.63,1571.0,62.0,18.0,85,0.0,None
T69,16.8,14.5,36.0,98.0,95.0,0.5,1526.0,71.0,22.0,246,0.0,None
T89,19.8,14.2,31.0,95.0,85.0,0.63,1644.0,66.0,31.0,269,0.0,None
T64,5.6,11.8,15.0,78.0,77.0,0.65,1279.0,68.0,24.0,296,0.0,None
T49,11.3,19.7,41.0,71.0,85.0,1.22,1703.0,62.0,25.0,125,0.0,None
T72,10.3,16.0,44.0,84.0,86.0,0.79,1201.0,61.0,27.0,143,0.0,None
T17,24.0,18.1,21.0,73.0,75.0,0.59,1799.0,79.0,30.0,278,0.0,None
T73,8.7,15.0,40.0,77.0,80.0,1.26,1577.0,75.0,21.0,231,0.0,None
T32,19.1,17.2,44.0,89.0,75.0,1.44,1804.0,73.0,32.0,291,0.0,None
T70,5.9,19.7,25.0,85.0,86.0,0.6,960.0,74.0,22.0,230,0.0,None
T21,9.0,13.5,21.0,81.0,81.0,1.46,1828.0,73.0,20.0,132,0.0,None
T7,11.8,15.0,44.0,98.0,78.0,1.45,1012.0,68.0,29.0,42,1.0,Gearbox
T7,20.9,15.1,17.0,76.0,92.0,1.02,1635.0,70.0,22.0,108,0.0,None
T27,20.8,19.9,23.0,85.0,76.0,0.8,1151.0,79.0,25.0,230,0.0,None
T8,24.1,12.3,37.0,87.0,89.0,0.64,951.0,67.0,22.0,207,0.0,None
T73,23.3,16.8,34.0,80.0,86.0,1.32,1185.0,64.0,32.0,108,0.0,None
T28,6.6,11.4,36.0,91.0,90.0,1.1,1344.0,61.0,25.0,281,0.0,None
T79,21.6,19.3,36.0,96.0,78.0,1.15,1058.0,65.0,16.0,255,0.0,None
T66,14.0,15.9,36.0,86.0,92.0,1.36,1010.0,63.0,16.0,204,1.0,Generator
T71,22.3,18.6,25.0,93.0,81.0,0.94,1993.0,73.0,22.0,218,0.0,None
T47,6.8,19.0,24.0,72.0,75.0,0.87,987.0,65.0,23.0,122,0.0,None
T82,21.5,15.6,28.0,75.0,88.0,1.26,1110.0,67.0,16.0,84,0.0,None
T86,8.2,16.8,39.0,84.0,92.0,0.8,1178.0,62.0,32.0,190,0.0,None
T10,11.7,17.0,43.0,98.0,82.0,0.83,1249.0,69.0,25.0,145,0.0,None
T33,5.6,14.6,29.0,86.0,86.0,0.88,1044.0,79.0,26.0,194,0.0,None
T7,7.5,14.3,18.0,83.0,83.0,1.36,1824.0,69.0,28.0,220,0.0,None
T3,13.9,11.9,43.0,88.0,76.0,1.28,1917.0,75.0,19.0,116,0.0,None
T14,21.4,13.8,17.0,74.0,90.0,0.79,1504.0,71.0,25.0,68,0.0,None
T44,20.5,19.9,20.0,90.0,94.0,0.64,1524.0,66.0,19.0,156,0.0,None
T46,9.7,12.7,41.0,73.0,83.0,0.89,1993.0,79.0,23.0,46,0.0,None
T61,8.0,17.6,32.0,87.0,78.0,1.12,1872.0,70.0,28.0,211,0.0,None
T36,12.8,10.6,26.0,91.0,85.0,1.18,1348.0,75.0,20.0,158,0.0,None
T13,22.7,14.7,43.0,82.0,93.0,0.7,1735.0,62.0,33.0,297,1.0,Blades
T16,6.8,10.6,44.0,97.0,87.0,0.75,1192.0,65.0,21.0,39,0.0,None
T80,15.9,14.8,25.0,75.0,79.0,1.43,957.0,69.0,21.0,42,0.0,None
T5,6.8,10.3,41.0,75.0,86.0,0.89,924.0,75.0,33.0,66,0.0,None
T89,14.4,16.1,35.0,86.0,82.0,0.81,1493.0,76.0,23.0,99,0.0,None
T38,7.5,15.9,23.0,98.0,75.0,1.2,1450.0,80.0,18.0,93,0.0,None
T50,6.6,18.0,43.0,82.0,93.0,0.97,1066.0,79.0,24.0,107,0.0,None
T38,8.8,15.8,17.0,98.0,91.0,0.75,1838.0,68.0,22.0,211,0.0,None
T56,10.1,19.3,25.0,91.0,93.0,0.91,1541.0,71.0,25.0,129,0.0,None
T63,10.5,17.8,27.0,93.0,89.0,0.64,1320.0,61.0,27.0,292,0.0,None
T48,17.9,11.3,36.0,98.0,84.0,0.78,1456.0,70.0,22.0,188,0.0,None
T90,6.1,12.7,16.0,87.0,85.0,0.92,1007.0,61.0,29.0,298,0.0,None
T59,6.6,10.3,42.0,89.0,79.0,1.02,1890.0,60.0,21.0,44,0.0,None
T77,8.8,13.9,35.0,87.0,83.0,1.24,1220.0,71.0,32.0,143,0.0,None
T44,22.4,15.1,23.0,94.0,78.0,0.88,1092.0,78.0,34.0,114,0.0,None
T90,17.6,19.5,35.0,78.0,84.0,1.05,1369.0,79.0,15.0,158,0.0,None
T55,19.6,15.2,31.0,94.0,88.0,1.45,1209.0,75.0,17.0,92,1.0,Gearbox
T55,12.4,17.8,25.0,91.0,80.0,1.32,1238.0,75.0,25.0,155,1.0,Gearbox
T1,9.3,12.7,16.0,88.0,94.0,0.74,1807.0,69.0,27.0,196,0.0,None
T8,5.8,11.5,32.0,71.0,88.0,0.71,1502.0,71.0,33.0,37,0.0,None
T4,14.8,18.1,17.0,93.0,79.0,1.16,1925.0,72.0,28.0,81,0.0,None
T85,16.5,12.5,39.0,74.0,78.0,1.1,1945.0,61.0,32.0,64,0.0,None
T86,22.9,18.7,18.0,99.0,78.0,1.05,1991.0,61.0,25.0,265,0.0,None
T53,22.6,11.7,28.0,72.0,94.0,0.65,1045.0,63.0,29.0,206,0.0,None
T58,13.5,18.5,28.0,92.0,80.0,0.86,1887.0,76.0,33.0,239,0.0,None
T37,13.5,17.7,32.0,81.0,78.0,1.26,1224.0,71.0,29.0,209,0.0,None
T49,8.2,16.1,16.0,92.0,78.0,1.22,1592.0,72.0,25.0,241,0.0,None
T67,10.1,18.5,21.0,86.0,82.0,0.67,1866.0,67.0,27.0,165,0.0,None
T19,23.5,13.3,21.0,89.0,87.0,0.93,1002.0,77.0,24.0,191,0.0,None
T1,7.8,11.7,33.0,72.0,77.0,0.94,1067.0,79.0,18.0,238,0.0,None
T29,24.4,11.6,23.0,99.0,78.0,1.01,1706.0,64.0,30.0,221,0.0,None
T87,15.1,12.7,19.0,70.0,95.0,0.96,1281.0,66.0,23.0,111,0.0,None
T33,14.1,14.5,16.0,98.0,87.0,1.0,1621.0,67.0,17.0,158,0.0,None
T52,8.5,18.8,40.0,87.0,78.0,1.31,1025.0,79.0,29.0,125,0.0,None
T41,18.2,10.9,44.0,78.0,86.0,0.89,1970.0,70.0,30.0,113,0.0,None
T23,14.2,19.2,36.0,89.0,80.0,1.05,1451.0,71.0,17.0,97,0.0,None
T5,12.4,19.3,27.0,90.0,94.0,1.11,1858.0,67.0,24.0,197,0.0,None
T71,10.3,17.3,19.0,92.0,83.0,1.44,1642.0,78.0,25.0,193,1.0,Gearbox
T57,6.3,19.0,29.0,70.0,78.0,1.15,1947.0,64.0,20.0,227,0.0,None
T6,15.4,17.7,29.0,99.0,87.0,0.63,1528.0,69.0,31.0,110,0.0,None
T49,11.3,15.3,28.0,89.0,78.0,1.08,1237.0,65.0,26.0,187,0.0,None
T22,19.2,16.0,26.0,81.0,85.0,1.16,1575.0,72.0,26.0,68,0.0,None
T77,19.5,16.3,30.0,87.0,92.0,0.51,1997.0,71.0,22.0,53,0.0,None
T76,11.6,11.3,17.0,75.0,82.0,0.58,1797.0,63.0,20.0,33,0.0,None
T4,18.4,11.9,16.0,77.0,85.0,0.52,1400.0,77.0,31.0,32,0.0,None
T72,10.2,15.2,17.0,73.0,77.0,0.55,1798.0,62.0,26.0,220,0.0,None
T64,19.5,11.2,21.0,96.0,88.0,0.59,1673.0,64.0,20.0,279,0.0,None
T37,5.3,19.6,23.0,78.0,77.0,1.46,1933.0,65.0,24.0,182,0.0,None
T31,8.0,15.1,20.0,92.0,82.0,0.71,1301.0,76.0,26.0,219,0.0,None
T37,9.9,13.8,23.0,78.0,92.0,0.7,944.0,64.0,26.0,167,0.0,None
T45,20.5,11.6,21.0,74.0,78.0,1.36,995.0,64.0,26.0,166,0.0,None
T90,6.3,14.2,20.0,73.0,92.0,1.25,1744.0,73.0,18.0,225,0.0,None
T8,8.8,13.0,24.0,96.0,88.0,1.18,1660.0,77.0,26.0,34,0.0,None
T40,12.2,10.9,27.0,74.0,78.0,0.92,1707.0,74.0,22.0,147,0.0,None
T97,5.2,19.7,37.0,73.0,78.0,0.53,1634.0,71.0,26.0,45,0.0,None
T93,20.2,12.6,44.0,70.0,88.0,1.33,1403.0,73.0,28.0,287,1.0,Blades
T5,16.2,16.9,43.0,81.0,90.0,1.36,975.0,71.0,20.0,258,0.0,None
T28,23.0,10.9,29.0,98.0,88.0,0.98,1819.0,67.0,17.0,294,0.0,None
T81,5.6,19.1,29.0,97.0,89.0,1.14,1099.0,74.0,27.0,223,0.0,None
T87,10.4,15.9,19.0,73.0,82.0,0.98,1989.0,74.0,29.0,187,0.0,None
T9,19.6,16.6,44.0,70.0,75.0,0.8,1126.0,73.0,32.0,84,0.0,None
T2,18.5,17.8,38.0,93.0,86.0,1.04,992.0,73.0,20.0,197,0.0,None
T63,9.9,16.1,40.0,79.0,87.0,1.19,1313.0,65.0,17.0,137,0.0,None
T96,16.9,10.7,22.0,95.0,89.0,0.65,1258.0,79.0,34.0,42,0.0,None
T51,20.9,14.3,27.0,76.0,80.0,1.03,1974.0,80.0,16.0,154,0.0,None
T31,5.7,12.6,18.0,85.0,78.0,1.28,1334.0,71.0,23.0,55,0.0,None
T7,19.4,14.9,43.0,71.0,92.0,0.98,951.0,64.0,25.0,60,0.0,None
T30,10.0,14.0,24.0,97.0,92.0,0.66,1986.0,66.0,29.0,84,0.0,None
T58,24.0,18.3,33.0,75.0,95.0,1.37,1765.0,75.0,31.0,285,1.0,Generator
T3,15.8,12.5,20.0,79.0,82.0,1.17,1998.0,65.0,26.0,104,0.0,None
T51,5.7,12.0,39.0,84.0,76.0,1.13,1249.0,72.0,16.0,149,0.0,None
T56,13.1,19.6,21.0,78.0,85.0,1.15,1030.0,62.0,35.0,60,0.0,None
T73,24.3,19.5,39.0,71.0,85.0,0.75,1337.0,79.0,28.0,240,0.0,None
T10,19.6,19.9,27.0,71.0,76.0,0.99,1054.0,77.0,32.0,171,0.0,None
T61,11.0,15.7,32.0,99.0,87.0,0.83,1062.0,76.0,23.0,86,0.0,None
T50,16.5,11.1,23.0,80.0,80.0,1.33,1893.0,76.0,16.0,245,0.0,None
T47,17.0,18.8,41.0,80.0,77.0,1.09,1993.0,60.0,17.0,105,0.0,None
T90,5.5,11.5,38.0,98.0,87.0,1.22,1994.0,61.0,30.0,284,0.0,None
T1,8.6,11.6,26.0,95.0,81.0,1.16,1382.0,72.0,19.0,187,0.0,None
T94,16.0,11.9,33.0,91.0,86.0,0.98,1163.0,75.0,32.0,207,0.0,None
T57,13.1,16.5,19.0,90.0,75.0,1.3,1089.0,75.0,20.0,128,0.0,None
T38,8.8,11.1,20.0,94.0,82.0,1.12,1320.0,71.0,20.0,196,0.0,None
T62,20.5,17.8,31.0,75.0,92.0,0.73,1559.0,70.0,17.0,199,0.0,None
T79,14.8,10.6,34.0,90.0,88.0,0.79,1718.0,62.0,18.0,148,0.0,None
T89,11.2,11.1,32.0,73.0,92.0,1.33,1468.0,79.0,18.0,269,1.0,Generator
T70,8.2,14.3,32.0,74.0,90.0,1.44,1827.0,66.0,16.0,165,0.0,None
T82,17.2,13.8,37.0,77.0,89.0,1.05,1912.0,64.0,20.0,93,0.0,None
T65,18.3,19.9,42.0,91.0,92.0,0.89,1874.0,72.0,15.0,69,0.0,None
T62,18.4,19.7,27.0,97.0,75.0,1.13,1306.0,60.0,29.0,246,0.0,None
T56,9.4,11.9,31.0,91.0,83.0,0.98,1946.0,79.0,27.0,111,0.0,None
T67,16.9,19.5,42.0,82.0,94.0,1.34,1915.0,67.0,18.0,57,1.0,Generator
T17,23.1,16.9,29.0,85.0,79.0,1.33,1353.0,66.0,32.0,217,0.0,None
T8,12.1,14.1,28.0,91.0,88.0,0.96,1363.0,63.0,21.0,160,0.0,None
T60,9.2,17.4,38.0,88.0,91.0,1.3,986.0,70.0,26.0,180,0.0,None
T40,20.4,19.0,41.0,86.0,94.0,0.69,1931.0,68.0,31.0,160,1.0,Blades
T81,8.5,11.8,37.0,77.0,92.0,0.87,997.0,66.0,22.0,120,0.0,None
T89,10.1,12.0,18.0,89.0,89.0,0.58,1440.0,63.0,20.0,249,0.0,None
T62,7.0,14.1,29.0,71.0,89.0,1.31,1694.0,67.0,32.0,120,0.0,None
T41,10.4,11.7,21.0,87.0,82.0,1.48,1868.0,76.0,16.0,109,0.0,None
T12,13.2,13.6,25.0,95.0,79.0,1.08,1528.0,76.0,28.0,178,0.0,None
T93,6.3,16.5,29.0,75.0,94.0,1.27,1651.0,71.0,32.0,42,0.0,None
T89,22.4,18.1,22.0,73.0,95.0,0.9,1681.0,75.0,29.0,218,0.0,None
T100,15.3,13.0,30.0,99.0,83.0,1.06,918.0,72.0,22.0,58,0.0,None
T54,16.8,12.8,34.0,95.0,83.0,0.85,1937.0,62.0,34.0,214,0.0,None
T89,12.4,17.8,41.0,79.0,84.0,1.2,1296.0,79.0,18.0,40,0.0,None
T93,18.4,13.8,21.0,76.0,84.0,0.75,1095.0,70.0,29.0,296,0.0,None
T11,13.6,18.2,24.0,80.0,92.0,0.65,1421.0,75.0,29.0,57,0.0,None
